Word, AbstConc, Arou, IMG, Val
Sinkkasten, 5.717, 3.878, 5.512, 4.223
Machttheorie, 3.152, 4.22, 3.395, 3.15
Spartrick, 3.11, 3.631, 3.375, 5.51
zweitlang, 3.997, 5.17, 4.409, 4.187
Umweltschutztechnologie, 3.567, 4.153, 3.11, 5.061
Teilkomponente, 3.62, 1.511, 3.287, 5.314
Auslandspolitik, 4.726, 4.731, 4.351, 3.819
Ätzkalk, 6.337, 4.707, 5.274, 3.209
Mittelmeerurlaub, 4.673, 4.659, 5.432, 5.845
Frischzellentherapie, 4.812, 4.431, 4.252, 4.373
Tablettenabhängigkeit, 4.397, 7.263, 5.393, 2.274
Drahtschere, 7.152, 3.375, 7.563, 3.763
Demirkaya, 5.553, 4.819, 4.778, 3.285
Organisationszugehörigkeit, 2.848, 4.079, 1.507, 4.816
kontaktfähig, 3.852, 5.029, 4.271, 6.262
Fussdruck, 5.355, 2.791, 4.217, 5.713
Appleyard, 4.876, 4.834, 5.501, 4.863
Wirtschaftspublizist, 6.072, 4.596, 5.285, 4.397
Teilneubau, 4.979, 2.619, 4.997, 4.48
Oud-Spieler, 6.371, 4.676, 6.236, 6.215
Wärmeausgleich, 4.416, 4.543, 5.406, 5.626
Baumwollwindel, 7.052, 3.299, 4.962, 5.016
Böswald, 5.499, 4.037, 5.226, 5.745
Enthaupten, 4.31, 7.143, 5.537, 2.582
parteienunabhängig, 4.035, 4.401, 4.494, 6.789
Berufspolitikerin, 5.028, 3.779, 5.698, 4.148
Friedrich-Ludwig-Jahn-Stadion, 6.158, 4.064, 5.998, 5.732
Handgelenksverletzung, 6.148, 4.289, 5.783, 2.82
Baustellenleitung, 4.633, 3.745, 4.448, 4.453
abgehärmt, 5.022, 4.564, 5.991, 3.101
museumsdidaktisch, 3.507, 3.285, 4.689, 5.089
Ostindienkompanie, 5.128, 3.195, 3.772, 4.733
Liebesleidenschaft, 3.423, 6.756, 5.742, 4.57
hinunterdrücken, 4.512, 3.665, 3.992, 4.964
Schachtelprivileg, 4.112, 3.81, 3.812, 5.157
Emese, 5.482, 4.675, 5.69, 5.207
durchteilen, 5.748, 2.581, 5.88, 5.665
Ausfuhrbescheinigung, 5.172, 4.32, 4.991, 4.212
Gewürzstand, 6.133, 2.289, 6.036, 5.351
humantoxikologisch, 4.254, 4.267, 4.823, 3.852
Sattelzugfahrer, 6.253, 4.552, 6.796, 3.041
Sonderbeschulung, 3.443, 5.279, 4.032, 2.995
Begabtenprüfung, 3.869, 5.042, 4.136, 5.203
Automatencasino, 6.918, 4.928, 7.824, 5.338
Aufnahmepflicht, 4.114, 4.69, 3.876, 3.138
Griffsicherheit, 5.188, 3.992, 4.501, 5.874
Stadt-Apotheke, 5.309, 3.854, 4.823, 5.003
Klimatisch, 3.881, 3.475, 3.965, 6.434
Doppeltätigkeit, 3.958, 3.559, 2.669, 3.186
Bullenkalb, 5.217, 4.465, 5.299, 4.706
Tatvorgang, 5.512, 4.81, 5.264, 3.596
firmenrechtlich, 5.052, 2.01, 4.072, 5.108
Sprachenverwirrung, 2.585, 6.369, 3.819, 3.015
mitmalen, 5.938, 4.948, 6.239, 5.654
Hausberufung, 3.683, 4.975, 3.425, 4.268
Umsteigeverkehr, 4.766, 2.793, 4.538, 4.825
Badenheim, 5.279, 2.989, 4.744, 4.925
Münzsatz, 6.033, 1.326, 5.448, 8.047
Jugendstilornament, 6.469, 2.485, 6.509, 6.339
durchpowern, 3.237, 4.91, 3.954, 4.251
Gestütsleiter, 4.43, 3.31, 5.631, 6.179
Funkstunde, 4.913, 3.788, 4.838, 3.916
Änderungsversuch, 3.171, 5.241, 2.304, 3.229
Radiomacherin, 5.515, 4.471, 5.025, 5.846
Wahlverdrossenheit, 3.574, 5.605, 4.113, 2.616
Wahrscheinliche, 1.791, 4.223, 3.304, 4.222
Tomatencremesuppe, 6.565, 2.946, 5.803, 5.61
Effektivste, 3.159, 4.731, 3.266, 4.88
Knoblauchpräparat, 5.373, 5.026, 4.585, 3.977
Kur-Urlaub, 3.546, 4.867, 5.285, 6.169
Begleitkurs, 4.376, 3.876, 4.456, 6.271
Natursportart, 3.489, 4.891, 4.335, 4.827
Karl-Willi, 6.168, 3.721, 5.466, 4.287
Malerkittel, 7.704, 3.962, 7.733, 6.332
Beispielfunktion, 2.268, 4.844, 2.671, 5.402
Gärtnereiverband, 5.439, 4.446, 6.23, 4.67
Jägerallee, 5.947, 3.307, 5.349, 4.824
Russland-Reise, 4.579, 5.551, 5.794, 5.19
Bauschicht, 6.086, 2.71, 5.191, 3.876
Geschäftsschliessung, 4.474, 5.293, 4.833, 2.335
Stimmungshöhepunkt, 3.899, 5.539, 3.878, 5.802
Planungsverantwortung, 4.067, 3.078, 4.591, 4.739
Typenzulassung, 4.085, 5.151, 5.375, 3.626
Shakespeare-Inszenierung, 5.481, 5.251, 5.667, 5.348
Konferenz-Teilnehmer, 6.068, 4.884, 6.076, 6.041
Marketingberaterin, 4.677, 4.19, 4.141, 4.295
reingebären, 3.143, 5.057, 3.618, 3.075
Springderby, 5.531, 4.663, 5.514, 4.983
verständnisinnig, 4.484, 3.217, 4.627, 5.058
Glaubensfestigkeit, 2.813, 5.945, 4.264, 5.255
Boxstaffel, 5.67, 4.834, 5.458, 4.316
Armutsberichterstattung, 5.27, 3.286, 4.84, 4.637
Arbeitsrat, 4.44, 3.505, 4.35, 3.749
Winterhauch, 4.207, 3.776, 5.469, 5.89
Brillantschmuck, 6.059, 3.689, 6.647, 6.626
Kartenunternehmen, 5.311, 4.19, 4.089, 3.95
Wirtschafts-Nobelpreisträger, 4.881, 4.838, 4.474, 4.557
Fertigungsberuf, 4.858, 3.272, 4.31, 4.45
Grundwassermenge, 4.745, 3.008, 4.488, 4.917
Info-Forum, 5.003, 3.751, 4.008, 4.598
Luftschutzübung, 5.3, 6.983, 4.988, 1.902
Leitzinsanhebung, 3.65, 5.344, 3.489, 4.294
Mittagschläfchen, 3.705, 3.956, 5.231, 5.393
Heimatgruss, 4.539, 3.749, 4.671, 5.184
Schönbronn, 4.77, 3.293, 4.951, 5.701
Deutsch-Intensivkurs, 4.918, 4.019, 4.574, 5.42
prunksüchtig, 3.41, 5.359, 4.599, 3.476
Zwei-Minuten-Takt, 5.697, 3.995, 6.029, 4.159
Repräsentationsorgan, 4.467, 3.806, 5.193, 5.119
Anschaffen, 3.111, 6.026, 4.289, 3.875
Hallensportart, 6.297, 2.707, 5.926, 6.037
Wochendienst, 5.971, 2.861, 6.299, 3.545
Tesfai, 5.539, 5.481, 6.193, 6.109
Kind-Beziehung, 4.326, 4.757, 5.21, 5.51
Traumgespinst, 3.724, 5.738, 5.157, 5.224
Zunftabend, 5.583, 6.277, 5.931, 4.835
Koka-Anbau, 5.289, 4.354, 4.789, 3.405
Sondertechnik, 5.077, 3.875, 3.926, 3.474
komplettierend, 4.366, 2.223, 4.415, 5.909
Notstandsfall, 3.895, 4.952, 3.973, 3.824
Lateinamerika-Reise, 5.477, 5.604, 6.336, 4.562
leistungsbetont, 2.974, 5.106, 3.709, 5.35
Erektionsschwierigkeit, 4.703, 6.996, 6.182, 1.368
Karnevalspräsident, 6.074, 4.32, 6.339, 4.848
stickend, 6.095, 3.135, 5.205, 5.459
Löwengruppe, 7.427, 4.859, 8.482, 4.754
Wortfluss, 3.599, 4.785, 3.955, 5.462
Konsolidierungsschritt, 3.583, 4.635, 3.275, 4.181
emporranken, 4.475, 3.75, 5.055, 5.573
Bussandacht, 3.848, 4.767, 4.947, 4.118
Besteuerungsgrenze, 4.122, 2.744, 3.461, 5.984
Fremdstrom, 4.719, 3.888, 4.029, 4.639
Dienstleistungsbehörde, 4.639, 3.314, 4.61, 4.421
Stiftungsunternehmen, 4.594, 3.209, 3.789, 6.016
Fleischergeselle, 5.277, 5.634, 6.116, 4.935
Steueranhebung, 4.184, 5.057, 2.831, 3.528
Übernachtungshaus, 6.01, 3.866, 6.102, 5.173
Nordmeerflotte, 5.148, 4.332, 4.361, 2.877
Team-Leiter, 5.108, 4.163, 4.261, 4.658
Hafenschlick, 6.72, 3.843, 6.189, 2.781
Privatgruppe, 5.164, 4.663, 4.896, 5.457
Weltklasse-Torhüter, 4.717, 3.163, 4.841, 4.15
Mittelgeschoss, 5.838, 2.604, 5.222, 4.25
Breuberg-Bund, 4.75, 3.411, 4.115, 4.526
Seniorenorchester, 5.358, 3.112, 4.791, 5.512
Begeisterungstaumel, 3.188, 6.994, 3.803, 4.679
Concept-Art, 3.486, 4.385, 3.947, 5.228
DDR-Staatssicherheitsdienst, 5.202, 5.199, 4.916, 2.463
Echtheitsmerkmal, 5.284, 3.483, 4.472, 5.29
Herzogtum-Lauenburg, 4.261, 3.538, 2.612, 5.078
reinführen, 6.019, 4.806, 5.702, 5.21
Rockkultur, 4.334, 4.422, 4.662, 5.704
Auseinandersetzungsprozess, 2.947, 4.708, 2.855, 5.047
eingeseift, 6.503, 4.007, 6.431, 3.843
Langenscheidt-Verlag, 4.816, 3.198, 4.448, 5.161
Gefressenwerden, 5.295, 6.122, 5.261, 3.18
Sandkörnchen, 5.746, 3.831, 6.212, 3.576
Tanzsequenz, 3.832, 5.234, 4.079, 5.914
Spitzenrepräsentant, 5.178, 3.782, 5.167, 5.199
Obersekretär, 6.634, 2.413, 5.159, 2.19
Privatjacht, 6.152, 5.318, 6.953, 5.861
Hotelzimmertür, 6.798, 4.65, 6.079, 4.434
Arbeitsuche, 3.15, 4.298, 3.944, 4.397
Fächertanz, 5.053, 5.332, 5.998, 7.436
Verwandeln, 3.05, 5.357, 3.962, 5.678
kreuzdämlich, 2.978, 4.303, 2.823, 3.41
Strickkreis, 5.997, 3.625, 5.343, 5.941
Literaturauszeichnung, 5.116, 5.011, 5.051, 5.69
Schuldenzuwachs, 4.804, 5.475, 4.247, 3.138
Krankenfahrzeug, 5.919, 3.776, 5.977, 4.772
Vokal-Ensemble, 5.659, 4.8, 5.775, 6.58
gottserbärmlich, 3.809, 6.02, 4.416, 1.965
Verkaufskiosk, 6.545, 2.569, 6.514, 5.85
Basisnähe, 3.47, 3.39, 3.509, 5.364
deklarierend, 3.535, 4.007, 2.063, 5.551
Mittwochsrunde, 4.287, 3.142, 3.398, 4.609
Fehlverwendung, 3.375, 5.032, 3.21, 3.38
Berlin-Ticket, 4.8, 4.136, 4.021, 5.501
Primatenforscherin, 5.48, 5.516, 6.352, 5.817
Waldfestplatz, 6.176, 3.527, 6.05, 6.188
Euthanasieaktion, 4.322, 6.701, 5.518, 1.733
Wahlunterstützung, 3.794, 4.736, 4.521, 4.7
Kombibüro, 5.195, 2.985, 4.782, 5.524
Alsterwanderweg, 5.62, 3.926, 5.746, 6.518
Stromladesäule, 4.763, 3.444, 4.586, 5.808
Verleihbedingung, 4.898, 3.266, 5.425, 3.997
Elektroschockbehandlung, 5.346, 7.235, 5.751, 2.956
DDR-Gründung, 3.944, 4.306, 3.89, 3.834
Sicherungsleine, 5.844, 4.537, 6.227, 4.543
Rheinprogramm, 5.271, 3.974, 5.439, 3.84
Überseeprovinz, 4.143, 4.347, 3.577, 5.148
Klinikkomplex, 5.43, 3.814, 6.03, 3.742
prunkhaft, 4.678, 3.39, 5.942, 4.838
Mediengetöse, 4.229, 5.309, 4.891, 4.387
Kongressmotto, 4.261, 5.331, 4.758, 4.863
Anmelderunde, 4.395, 5.429, 4.125, 3.463
Weber-Schäfer, 5.559, 4.299, 5.71, 5.486
Perkussionsgewehr, 6.228, 4.725, 5.453, 4.155
Kupferstreifen, 6.857, 2.216, 5.17, 4.666
Wahlorganisation, 4.533, 3.449, 3.584, 3.615
Linksradikaler, 4.12, 5.176, 3.745, 2.945
Druckermarkt, 4.564, 4.06, 3.658, 4.242
Existierende, 2.445, 3.784, 3.381, 5.875
Standortfestlegung, 4.044, 4.354, 5.022, 2.768
Vermittlungsbörse, 5.187, 3.822, 4.487, 6.232
zigarettenschachtelgross, 6.376, 4.828, 6.082, 4.351
U-Bahn-Waggon, 6.843, 4.407, 7.013, 4.657
Frauenbonus, 2.64, 5.213, 2.17, 4.576
Königin-Mutter, 5.048, 4.51, 6.109, 5.402
Ackerzahl, 4.797, 2.352, 3.823, 4.347
Griechische, 3.382, 3.488, 3.981, 4.267
Kostümierte, 6.852, 5.363, 6.634, 4.608
BAP-Sänger, 6.194, 4.576, 5.987, 4.872
Besuchertoilette, 6.969, 4.706, 6.641, 3.756
Tagesplaner, 6.224, 3.346, 5.443, 6.203
nicht-gläubig, 2.936, 6.603, 4.32, 3.717
Ibero-Amerika, 3.767, 4.672, 4.813, 5.875
sozialisationsbedingt, 3.058, 5.181, 2.981, 4.325
Tonplastik, 6.219, 4.048, 6.48, 5.336
Klanguniversum, 4.035, 4.434, 4.75, 6.548
Unterhaltungskonzert, 6.003, 4.095, 5.722, 6.132
Einjahresfrist, 2.53, 3.5, 2.747, 4.314
B-Nationalmannschaft, 5.9, 4.627, 4.898, 5.572
Wasserhuhn, 7.231, 3.805, 6.122, 4.42
einzelfallorientiert, 4.616, 3.758, 3.411, 4.671
Abspeckung, 2.757, 4.362, 3.129, 3.489
Interventionsversuch, 3.142, 5.669, 3.362, 3.576
Einkommensstarke, 4.736, 5.405, 4.611, 4.758
Schmuckmetall, 5.572, 4.864, 4.715, 5.921
Wasim, 5.518, 3.951, 6.725, 3.916
Formverstoss, 4.962, 4.631, 4.486, 3.946
Plastikmesser, 7.532, 6.092, 8.7, 5.1
Wimpernzucken, 4.288, 6.252, 4.425, 3.462
untergemischt, 5.197, 2.858, 5.786, 5.514
ARD-Wirtschaftsmagazin, 5.319, 4.296, 4.595, 3.095
Elternfrage, 4.523, 4.116, 3.891, 3.977
traditionsträchtig, 3.874, 3.657, 3.405, 5.558
Naturbegabung, 3.344, 4.558, 3.488, 6.889
Weltverbrauch, 5.31, 4.037, 3.925, 4.36
Abwehrmitte, 4.67, 3.974, 4.441, 3.224
Stehler, 3.681, 5.801, 4.661, 2.402
Ermittlungsführer, 4.617, 4.896, 4.006, 2.346
Gebietsrechenzentrum, 5.015, 4.061, 4.713, 3.929
Parteitreue, 3.071, 5.101, 3.369, 3.515
Vorwärtsentwicklung, 2.766, 4.21, 3.218, 5.012
Ildar, 5.085, 5.171, 5.422, 5.947
Himmet, 3.347, 4.029, 3.288, 5.131
Vorreiterland, 3.008, 4.962, 3.133, 5.7
Lesewut, 3.887, 6.202, 4.797, 3.119
Sanh, 4.926, 5.249, 4.623, 3.451
Filmmetropole, 5.153, 5.249, 5.743, 5.135
umwuchern, 5.554, 3.865, 6.46, 3.385
Polarfuchs, 6.488, 3.315, 5.774, 4.984
Benutzungssatzung, 4.081, 3.213, 4.55, 3.674
Boom-Phase, 2.546, 4.528, 3.657, 4.269
Dickgiesser, 6.097, 3.222, 5.574, 4.788
Schautanzgruppe, 5.788, 4.259, 5.811, 6.775
Williams-Pilot, 4.944, 3.993, 5.019, 3.676
Steuerstelle, 3.773, 4.059, 3.406, 4.274
Ware-Geld-Beziehung, 3.897, 4.333, 2.907, 4.902
Kreditverein, 5.323, 2.788, 4.667, 6.065
Ex-Bayer, 4.559, 3.319, 5.009, 4.949
Designerwohnung, 4.592, 4.905, 5.481, 4.484
Honda-Pilot, 5.915, 4.08, 5.464, 4.041
Rothmaier, 5.553, 3.826, 6.012, 5.169
Marktatmosphäre, 5.027, 3.594, 5.97, 6.602
Zehntelpunkt, 5.051, 4.526, 4.414, 4.311
Eurowährung, 5.764, 4.429, 4.683, 4.913
Höchstmiete, 4.831, 3.215, 3.777, 4.306
Integrationsperspektive, 3.574, 4.582, 4.397, 3.939
Jungfuchs, 6.241, 4.666, 5.203, 3.998
Kulturpädagogin, 6.296, 3.973, 6.463, 5.058
Immunschwäche-Virus, 5.264, 5.937, 4.639, 3.311
rauchgeschwärzt, 5.461, 3.428, 6.067, 3.714
Russland-Politik, 4.033, 4.867, 4.028, 3.408
Trickbetrügerei, 3.55, 6.623, 3.984, 3.354
Siegerpferd, 6.333, 4.765, 5.866, 6.109
Diagnose-Verfahren, 4.401, 4.826, 3.793, 4.062
Osterbaum, 6.462, 3.365, 5.651, 6.421
Sechsmal, 5.752, 2.822, 5.9, 5.693
Ersatzplan, 4.249, 5.669, 4.797, 5.746
Einschlagloch, 6.711, 3.691, 6.821, 3.606
Berlin-Rostock, 4.246, 3.949, 3.39, 5.11
OFC-Fan, 5.26, 4.986, 4.726, 3.897
Gewässergütekarte, 6.033, 2.727, 4.687, 3.758
Wiegeeinrichtung, 6.128, 2.069, 5.169, 3.772
zinspolitisch, 3.801, 3.876, 3.304, 4.818
Vierländerturnier, 5.606, 4.509, 6.056, 5.281
Rhythmusteppich, 5.844, 3.031, 4.447, 6.246
Flugzeugkonstruktion, 5.352, 4.183, 3.654, 4.349
Werkstattkunde, 5.126, 2.793, 4.914, 4.19
schwerverdient, 4.578, 5.621, 5.181, 4.861
Planungsamtsleiter, 4.963, 4.148, 4.551, 1.944
Sternwolke, 4.835, 3.158, 4.953, 4.323
Politikszene, 4.591, 3.879, 3.601, 4.214
Nationenbegriff, 2.584, 4.122, 2.051, 5.432
Ärzteschwemme, 3.815, 5.203, 4.415, 1.727
Studio-Bühne, 5.359, 5.766, 3.623, 6.202
allgemein-politisch, 3.929, 3.387, 3.624, 5.791
Produktaussage, 3.399, 4.354, 2.617, 5.699
Raumschiessanlage, 6.091, 4.469, 5.215, 4.119
Oberliga-Spitzenreiter, 4.512, 3.686, 4.953, 4.827
Heimatspiel, 4.945, 2.985, 5.004, 5.978
Postnetz, 4.892, 2.823, 4.028, 5.283
Rest-Risiko, 2.461, 5.7, 2.403, 3.158
entlanglaufend, 6.187, 2.94, 6.355, 4.998
Wahnzustand, 4.864, 8.571, 6.726, 2.394
Herzogspaar, 6.773, 3.491, 7.141, 7.33
Wasserversorgungseinrichtung, 5.01, 4.191, 5.434, 3.507
Beatgruppe, 5.461, 2.902, 5.455, 4.212
Parteienvielfalt, 3.992, 4.262, 5.198, 4.232
Vollspannschuss, 6.106, 5.279, 6.082, 4.384
Besuchergalerie, 6.2, 3.724, 6.517, 4.468
Flüchtlingsberatungsstelle, 5.096, 3.931, 4.386, 2.964
TT-Team, 4.897, 4.4, 4.524, 4.495
Konzert-Reihe, 4.117, 4.692, 4.351, 6.3
Infoaktion, 4.669, 5.391, 5.345, 5.534
Psalmlied, 5.166, 2.357, 4.214, 6.74
Technologie-Park, 5.445, 3.338, 4.141, 6.203
Stammtischweisheit, 3.388, 3.167, 3.649, 3.909
CDU-dominiert, 4.299, 3.134, 4.945, 3.952
Lösungsform, 4.467, 3.765, 4.462, 5.071
Bahnplan, 4.05, 5.568, 4.836, 2.711
Wahlkalender, 4.57, 4.878, 5.422, 2.911
Diplompädagogik, 4.859, 4.752, 5.612, 5.735
Autogram, 5.44, 3.682, 4.354, 4.921
Kontrolltest, 4.799, 4.775, 3.964, 5.266
Riesenheer, 4.716, 5.269, 4.965, 2.921
Open-Air-Disco, 5.93, 4.977, 6.265, 6.002
Zeppelinschule, 5.619, 4.399, 4.157, 4.389
Ausstellungsforum, 4.77, 3.48, 4.807, 5.781
Studentenkarte, 4.643, 3.993, 3.508, 5.114
Kreuz-Kirche, 6.531, 3.237, 6.679, 4.607
Fluchtland, 4.53, 5.658, 4.312, 4.501
Geräuschmusik, 3.933, 4.492, 3.69, 5.403
Pharmazieunternehmen, 5.677, 3.66, 5.243, 4.952
Krebspreis, 5.829, 4.423, 5.486, 4.92
Wurfbahn, 5.867, 4.495, 5.837, 3.552
Lesemaschine, 6.498, 2.312, 5.359, 6.097
Abrechnungsquartal, 4.85, 5.177, 4.534, 3.352
Futtermöhre, 5.807, 2.181, 4.943, 4.389
Nahrungsmittelpaket, 6.109, 3.875, 5.593, 5.196
Ministergattin, 3.996, 5.453, 4.542, 5.191
Swatch-Uhr, 7.058, 2.412, 6.541, 5.8
Goldarbeit, 6.637, 2.507, 6.553, 6.404
Eisdruck, 5.481, 4.91, 6.176, 3.294
herabbegeben, 2.272, 4.993, 2.914, 3.201
Sondergesetzgebung, 4.16, 6.595, 3.697, 4.001
Begriffsschöpfung, 3.52, 2.936, 2.065, 5.217
rechtsschutzversichert, 3.313, 5.393, 2.741, 3.836
Verbandsprüfer, 4.676, 2.939, 3.993, 4.094
Zwei-Schicht-Betrieb, 5.134, 3.162, 4.229, 3.934
Medizinerkreis, 4.325, 4.226, 3.554, 3.073
mitweinen, 3.714, 4.858, 4.842, 4.458
Bauarbeiterin, 5.684, 4.337, 6.024, 4.785
Samtstimme, 5.084, 5.119, 5.395, 6.582
Nazifunktionär, 4.172, 5.226, 4.661, 2.424
Dopingverfahren, 3.968, 5.73, 4.067, 3.655
Medienkonglomerat, 5.068, 4.293, 5.183, 4.521
Imagepolitur, 3.472, 3.951, 3.161, 4.191
Haldenmaterial, 6.777, 2.935, 6.141, 4.314
Läufermeeting, 6.468, 4.158, 5.2, 4.989
Schnellrichter, 5.561, 5.429, 4.718, 2.739
Einbürgerungsanspruch, 2.973, 2.979, 2.341, 4.874
Teilnehmermeldung, 4.462, 4.093, 3.687, 3.57
Oberflächenreiz, 3.056, 4.474, 4.019, 4.765
Ferienlaune, 3.025, 5.817, 5.137, 6.083
Artilleriegefecht, 5.033, 6.909, 5.152, 3.067
Seestreitmacht, 5.656, 5.62, 5.064, 5.365
Musiker-Karriere, 5.058, 5.488, 5.485, 5.097
Plastikrest, 6.823, 3.264, 6.278, 3.285
Literatur-Kalender, 5.536, 2.009, 4.595, 4.714
erziehungsbedingt, 2.219, 6.057, 3.341, 4.806
Obermieter, 5.39, 4.421, 4.821, 4.819
AS-Mitglied, 4.522, 3.714, 4.232, 4.072
Schreckensregiment, 3.361, 7.333, 4.956, 2.545
Königsmoos, 3.948, 4.014, 3.742, 5.314
Musik-Box, 6.9, 4.532, 5.951, 5.64
I-Männchen, 6.782, 3.395, 5.861, 4.972
Holzfrachter, 6.739, 5.236, 6.212, 4.078
Krankenhausvergütung, 4.229, 4.396, 4.675, 3.709
Handelsunion, 4.695, 3.198, 3.097, 4.152
Weltbestenliste, 5.348, 3.906, 4.529, 4.63
Autonomiestreben, 3.894, 6.15, 4.825, 4.318
knallig-bunt, 4.633, 4.076, 5.223, 4.825
Zwei-Jahresvertrag, 4.751, 3.13, 3.843, 4.726
Gewittergott, 5.42, 3.875, 5.209, 4.572
RAF-Generation, 4.656, 6.557, 4.703, 2.052
Denunziantin, 4.363, 6.027, 4.141, 2.734
Spitzlicht, 5.818, 4.296, 5.797, 4.551
Handballspielerin, 5.047, 4.128, 3.925, 5.97
Physik-Olympiade, 5.417, 5.519, 5.308, 5.527
Kanalbereich, 5.451, 3.305, 4.92, 3.536
Sprunglehrer, 6.408, 3.722, 5.539, 6.987
Rüstungszweck, 4.147, 4.292, 3.972, 3.338
breitgrinsend, 4.987, 4.924, 5.431, 4.952
Industriedorf, 4.781, 2.735, 4.543, 4.235
Bergbauministerium, 4.824, 3.921, 4.623, 4.723
Piepgras, 3.68, 3.214, 4.203, 5.909
Mini-Kader, 5.156, 4.592, 4.394, 3.973
Halblicht, 5.843, 4.139, 5.469, 4.764
Sonderhäftling, 5.882, 4.721, 6.012, 1.816
CDU-Spitzenpolitiker, 5.87, 5.212, 4.731, 3.071
Evakuierungsgebiet, 4.889, 4.471, 4.864, 4.808
hinausschiessend, 2.109, 6.755, 2.796, 4.046
Länderinitiative, 3.853, 5.053, 3.329, 5.403
Gispert, 4.584, 5.229, 5.205, 4.344
handgemachter, 4.789, 4.674, 5.033, 5.761
Erzieherinnenteam, 4.863, 4.024, 4.94, 7.061
Frotz, 4.804, 4.547, 5.389, 4.501
Vanille-Extrakt, 6.465, 3.403, 5.469, 6.772
Einzelbeleg, 4.399, 3.024, 4.333, 5.51
Schlossbesucher, 6.375, 3.466, 6.334, 5.6
Namenspatin, 4.811, 3.85, 4.929, 6.41
Vitaminsaft, 6.386, 4.042, 6.059, 5.102
Lichterfelde-Süd, 4.565, 3.37, 4.276, 5.574
Liedkultur, 3.784, 4.481, 3.666, 6.671
Elektrotechnik-Studium, 4.365, 3.943, 4.453, 5.787
Stimmkünstler, 5.353, 5.081, 5.131, 5.973
Sonderstudie, 3.537, 4.279, 3.896, 7.259
Umweltdatenbank, 4.173, 2.08, 3.31, 6.007
Bundesrepublikaner, 4.812, 3.457, 3.743, 3.246
Brandenstein-Zeppelin, 4.341, 3.805, 5.295, 4.747
Gefechtspause, 4.577, 4.776, 4.802, 3.406
Kastelein, 5.323, 4.122, 3.9, 4.353
unverehelicht, 4.723, 4.76, 4.99, 4.316
Lebensaussicht, 4.275, 4.631, 4.732, 4.961
verdinglichend, 2.186, 6.232, 3.671, 3.716
Bushaltebucht, 5.424, 3.626, 4.396, 2.785
Szenenausschnitt, 6.198, 4.145, 6.083, 4.749
Breitmeier, 4.128, 3.268, 4.631, 4.253
Mega-Flop, 3.546, 5.28, 2.772, 4.65
Ausglühen, 5.038, 4.112, 4.554, 2.583
Wachpolizist, 5.987, 5.285, 5.385, 2.455
Sebastin, 3.733, 2.948, 3.359, 5.324
Bayern-Chef, 4.509, 5.252, 4.434, 4.315
Comic-Zeichnerin, 5.395, 5.443, 6.537, 6.133
Pufferstreifen, 5.955, 2.57, 5.034, 4.625
Ausnahmespielerin, 3.59, 5.836, 4.5, 4.727
Studienreiseleiter, 6.675, 5.158, 7.207, 5.784
Wertstück, 6.361, 3.854, 5.592, 3.762
Anlagensee, 7.339, 4.216, 6.969, 5.665
Ausgabenbremse, 3.246, 5.102, 3.143, 3.309
herzerren, 3.723, 7.205, 6.084, 2.403
Fotokreis, 6.117, 3.643, 6.141, 4.994
Massenorgie, 2.799, 7.635, 5.043, 3.511
Antikriegshaus, 5.756, 5.447, 6.208, 5.023
Besprechungsprotokoll, 4.644, 3.295, 3.748, 4.243
Bosporus-Brücke, 6.794, 4.301, 6.586, 5.495
Vinyl-Scheibe, 6.086, 3.263, 5.899, 6.542
Abendnebel, 6.166, 2.761, 7.507, 6.104
Drogenskandal, 4.993, 6.87, 6.137, 3.2
Gruppensolidarität, 2.828, 6.292, 3.514, 4.113
Kurt-Ulrich, 5.009, 3.24, 5.515, 5.398
herschiebend, 5.419, 3.236, 6.365, 4.238
Funktionsprogramm, 3.816, 2.674, 3.835, 5.555
Heftfaden, 7.672, 1.611, 6.077, 5.841
zerflossen, 4.527, 3.975, 4.432, 3.736
Wettbewerbsgewinn, 5.365, 4.154, 5.449, 7.775
Erzfrachter, 6.188, 4.331, 5.823, 3.831
Leuchtbombe, 7.492, 4.844, 7.179, 3.655
Niederroth, 5.109, 2.811, 4.68, 4.127
Fremdenpension, 4.673, 4.059, 5.253, 5.15
Lebenskurve, 4.128, 5.09, 4.559, 5.009
Streckenneubau, 4.177, 4.695, 4.119, 3.297
Sicherheitsoffensive, 3.592, 5.844, 4.558, 4.047
überlappt, 4.862, 3.097, 3.568, 5.001
Ankerwährung, 5.498, 3.06, 3.491, 5.81
Jubelbild, 5.379, 4.851, 6.412, 6.191
Larvenstadien, 5.596, 3.427, 4.84, 4.37
Weltfonds, 5.451, 3.862, 4.203, 4.224
Spitzenturnier, 4.966, 5.123, 4.547, 6.956
stadtbezogen, 3.321, 4.423, 2.336, 5.69
Konsumschwäche, 3.163, 5.476, 3.724, 3.223
Werkshof, 7.036, 2.071, 7.049, 4.256
Pharmaziegeschichte, 4.289, 3.672, 4.965, 4.568
verkümmernd, 2.832, 4.567, 4.557, 4.806
Kanalerweiterung, 4.326, 4.516, 5.349, 3.399
Gemüsefrau, 4.842, 4.683, 5.805, 4.485
Tourismusinfrastruktur, 4.444, 3.749, 4.508, 5.388
Negativpropaganda, 3.559, 5.669, 3.246, 2.355
Wirtschaftsaustausch, 5.003, 4.787, 4.307, 5.04
